NbElts,L_tot,rho,h,b,S,I,L,E,Mat
10,0.13395134010931692,7800,0.010354978944885072,0.003345083867638116,3.4638273018267414e-05,3.095091020467029e-10,0.013395134010931693,203000000000.0,Acier inoxydable
10,0.40473117937798786,7800,0.02799582740827882,0.026032168417624534,0.0007287920940830632,4.76002267621426e-08,0.040473117937798786,203000000000.0,Acier inoxydable
10,0.4041730141202692,7850,0.036729839983590556,0.03859369251196229,0.001417540150340272,1.5936472411805188e-07,0.040417301412026915,210000000000.0,Acier de construction
10,0.5030567210281807,8900,0.025657500675981798,0.020929865724060272,0.0005370080439632847,2.9459694790315835e-08,0.05030567210281807,124000000000.0,Cuivre
10,0.3437387333345002,7800,0.03144876337441372,0.016352828740338565,0.0005142762415572195,4.238599288891827e-08,0.034373873333450024,203000000000.0,Acier inoxydable
10,0.8760267635156839,7800,0.027220117719380904,0.037455039848116566,0.0010195305938498357,6.29504754561699e-08,0.08760267635156839,203000000000.0,Acier inoxydable
10,0.11098705415322754,8900,0.00959696332221412,0.007014104225252808,6.731410098793828e-05,5.166452893387196e-10,0.011098705415322754,124000000000.0,Cuivre
10,0.27147890453309304,2700,0.0027955729156436673,0.013246878518165797,3.703261480220622e-05,2.411819378335011e-11,0.027147890453309304,69000000000.0,Aluminium
10,0.7520198298688334,2500,0.05084563808468273,0.034201591378336164,0.001739001737143086,3.746503766151839e-07,0.07520198298688334,69000000000.0,Verre
10,0.40601720672629904,2400,0.004832947196635653,0.03250838858423092,0.00015711132547530129,3.058090593611322e-10,0.040601720672629904,30000000000.0,Beton
10,0.22625422658160027,2400,0.005804220318480661,0.016826204662872303,9.766299898715746e-05,2.7418051544520665e-10,0.022625422658160026,30000000000.0,Beton
10,0.6829879233845809,7800,0.06703289174064912,0.02491740677228116,0.0016702858306240401,6.254397228513983e-07,0.06829879233845809,203000000000.0,Acier inoxydable
10,0.7054265951142269,2400,0.060251826809894125,0.02962359992901441,0.0017848760124085682,5.399670326303431e-07,0.07054265951142269,30000000000.0,Beton
10,0.42747439249782315,2400,0.01373508736922284,0.02274050179387258,0.0003123427789588086,4.910357096910453e-09,0.04274743924978232,30000000000.0,Beton
10,0.2821862991229714,7850,0.00447400492702861,0.01136524204225599,5.0848148893926e-05,8.481776361297451e-11,0.02821862991229714,210000000000.0,Acier de construction
10,0.3634619297809051,4510,0.011186028502963592,0.023512829057828394,0.000263015176026179,2.742530115762568e-09,0.03634619297809051,114000000000.0,Titane
10,0.8015360275653799,7850,0.03791134350540394,0.0530409026292182,0.002010851879412974,2.40844751094047e-07,0.08015360275653799,210000000000.0,Acier de construction
10,0.9518921932179553,8900,0.04996390963126955,0.03120888100547789,0.001559317710250742,3.2438905596233596e-07,0.09518921932179553,124000000000.0,Cuivre
10,0.7117542048064585,8900,0.07103910810033479,0.02330638541663221,0.0016556648330402018,6.962836201926584e-07,0.07117542048064585,124000000000.0,Cuivre
10,0.9235072041201843,7850,0.08919479700578535,0.017379033024115326,0.0015501193227428064,1.0276918839462116e-06,0.09235072041201843,210000000000.0,Acier de construction
10,0.9507158372198344,8900,0.033003514899861044,0.08649828703624095,0.0028547475050130357,2.5912352685286724e-07,0.09507158372198345,124000000000.0,Cuivre
10,0.794675035216453,7800,0.019287468123305746,0.07441258165128944,0.0014352302965721312,4.4492907832222636e-08,0.0794675035216453,203000000000.0,Acier inoxydable
10,0.1291017519059579,7850,0.006100616634551105,0.009901481284073546,6.040514142831551e-05,1.8734414665522028e-10,0.01291017519059579,210000000000.0,Acier de construction
10,0.14275779204569997,7800,0.0070578919888102725,0.005077967775012256,3.5839748078695723e-05,1.4877628768884601e-10,0.014275779204569997,203000000000.0,Acier inoxydable
10,0.58425482418236,7800,0.043812913367874254,0.044166050120325234,0.0019350433277230017,3.0953781555524097e-07,0.058425482418235995,203000000000.0,Acier inoxydable
10,0.3245901541710072,2700,0.008633330415740312,0.006329400809428915,5.4643808521454e-05,3.394035964732245e-10,0.032459015417100716,69000000000.0,Aluminium
10,0.6197306839685298,8900,0.051582841131275224,0.061938685857964804,0.0031949733924913617,7.084293044068798e-07,0.06197306839685298,124000000000.0,Cuivre
10,0.65152590591555,2700,0.051624075212755444,0.02430858311833467,0.0012549081232164263,2.7869889974145527e-07,0.06515259059155501,69000000000.0,Aluminium
10,0.40428041725602315,7800,0.022488374329944435,0.01767430814089562,0.00039746645749524505,1.6750792600153398e-08,0.04042804172560231,203000000000.0,Acier inoxydable
10,0.3192034832520709,2400,0.01772562338065879,0.010760345093182909,0.00019073382456768004,4.994011134451102e-09,0.031920348325207085,30000000000.0,Beton
10,0.8307054955610647,4510,0.034555725729171774,0.021502589526756623,0.0007430375861535634,7.39383191496007e-08,0.08307054955610646,114000000000.0,Titane
10,0.7869401086467402,4510,0.061792786791673014,0.06563011389423394,0.004055467634979615,1.2904323965599012e-06,0.07869401086467402,114000000000.0,Titane
10,0.681718677190042,2400,0.04190649055148077,0.008904809271690965,0.00037316930560685576,5.4611895848968096e-08,0.0681718677190042,30000000000.0,Beton
10,0.769999205814226,7850,0.03260187285753778,0.022083630842434587,0.0007199677249578524,6.377006811539174e-08,0.0769999205814226,210000000000.0,Acier de construction
10,0.7141497887706206,7850,0.01939867138343461,0.060978187932658696,0.0011828958292629638,3.709447481064332e-08,0.07141497887706207,210000000000.0,Acier de construction
10,0.1423656882774839,8900,0.0035873721073780345,0.009481130447069977,3.401234291223147e-05,3.647607979449776e-11,0.014236568827748389,124000000000.0,Cuivre
10,0.5930232050126546,2500,0.03495178773905925,0.014254121266395301,0.000498207020909859,5.071861504794718e-08,0.05930232050126546,69000000000.0,Verre
10,0.11623985612840065,2700,0.0032908754414464076,0.011008890440363728,3.622888718776712e-05,3.2696151552292335e-11,0.011623985612840065,69000000000.0,Aluminium
